"Num_Acc","an","mois","jour","lum","agg","dep"
"201800010354",18,7,30,"1","2",130
"201800010355",18,8,29,"1","1",130
"201800010356",18,9,22,"3","1",130
"201800010357",18,10,10,"1","2",300
"201800010358",18,11,21,"2","1",130
"201800010359",18,11,29,"1","2",300
"201800010360",18,12,20,"1","2",130
"201800010361",18,12,2,"5","2",130
"201800010362",18,1,1,"5","2",130
"201800010363",18,12,7,"1","2",130
"201800010364",18,1,5,"1","2",130
"201800010365",18,1,10,"5","2",130
"201800010366",18,1,19,"5","2",130
"201800010367",18,1,22,"1","2",130
"201800010368",18,1,19,"5","2",130
"201800010369",18,2,1,"5","2",130
"201800010370",18,2,3,"2","2",130
"201800010371",18,2,4,"5","2",130
"201800010372",18,2,5,"3","2",130
"201800010373",18,2,10,"1","1",130
"201800010374",18,3,2,"1","2",130
"201800010375",18,3,7,"1","2",130
"201800010376",18,3,10,"1","2",130
"201800010377",18,4,17,"1","2",130
"201800010378",18,4,22,"1","2",130
"201800010379",18,4,24,"1","1",130
"201800010380",18,4,24,"1","2",130
"201800010381",18,5,4,"1","1",130
"201800010382",18,5,5,"1","2",130
"201800010383",18,5,6,"2","2",130
"201800010384",18,5,8,"5","2",130
"201800010385",18,5,11,"1","2",130
"201800010386",18,5,27,"1","1",130
"201800010387",18,5,30,"5","2",130
"201800010388",18,6,2,"1","2",130
"201800010389",18,6,4,"1","2",130
"201800010390",18,6,10,"1","1",130
"201800010391",18,6,12,"1","2",130
"201800010392",18,6,20,"1","2",130
"201800010393",18,6,23,"1","1",130
"201800010394",18,6,27,"1","2",130
"201800010395",18,6,30,"1","2",130
"201800010396",18,7,7,"1","2",130
"201800010397",18,7,8,"1","1",130
"201800010398",18,7,12,"1","2",130
"201800010399",18,7,12,"5","2",130
"201800010400",18,7,15,"1","2",130
"201800010401",18,7,18,"1","2",130
"201800010402",18,7,18,"1","2",130
"201800010403",18,7,20,"5","2",130
"201800010404",18,7,24,"1","2",130
"201800010405",18,8,1,"1","2",130
"201800010406",18,8,3,"1","2",130
"201800010407",18,8,6,"1","2",130
"201800010408",18,8,19,"3","1",130
"201800010409",18,8,20,"1","2",130
"201800010410",18,8,17,"1","2",130
"201800010411",18,8,27,"3","1",130
"201800010412",18,8,30,"5","2",130
"201800010413",18,9,5,"5","2",130
"201800010414",18,9,16,"5","2",130
"201800010415",18,9,19,"3","1",130
"201800010416",18,9,29,"3","1",130
"201800010417",18,9,29,"2","2",130
"201800010418",18,10,3,"1","2",130
"201800010419",18,10,6,"3","1",130
"201800010420",18,10,11,"1","2",130
"201800010421",18,10,18,"2","2",130
"201800010422",18,10,19,"1","1",130
"201800010423",18,10,23,"1","2",130
"201800010424",18,10,13,"1","2",130
"201800010425",18,10,27,"2","2",130
"201800010426",18,10,30,"1","1",130
"201800010427",18,11,5,"1","1",130
"201800010428",18,11,9,"1","2",130
"201800010429",18,11,12,"3","1",130
"201800010430",18,11,13,"1","2",130
"201800010431",18,11,15,"1","2",130
"201800010432",18,11,15,"5","2",130
"201800010433",18,11,17,"1","2",130
"201800010434",18,11,23,"5","1",130
"201800010435",18,11,25,"3","1",130
"201800010436",18,11,27,"1","2",130
"201800010437",18,11,30,"1","2",130
"201800010438",18,12,11,"1","2",130
"201800010439",18,12,13,"5","2",130
"201800010440",18,12,14,"3","1",130
"201800010441",18,12,19,"2","2",130
"201800010442",18,8,25,"3","1",90
"201800010443",18,9,16,"5","2",210
"201800010444",18,3,22,"1","2",560
"201800010445",18,2,25,"3","1",680
"201800010446",18,2,26,"3","1",680
"201800010447",18,3,23,"1","1",680
"201800010448",18,4,14,"3","1",680
"201800010449",18,4,20,"1","1",680
"201800010450",18,6,14,"1","1",680
"201800010451",18,7,1,"1","1",680
"201800010452",18,7,30,"1","1",680
"201800010453",18,8,3,"1","1",680
"201800010454",18,8,12,"1","1",680
"201800010455",18,8,15,"3","1",680
"201800010456",18,8,18,"1","1",680
"201800010457",18,8,27,"1","1",680
"201800010458",18,9,11,"1","1",680
"201800010459",18,9,30,"1","1",680
"201800010460",18,10,1,"1","1",680
"201800010461",18,10,11,"1","1",680
"201800010462",18,10,31,"3","1",680
"201800010463",18,11,25,"3","1",680
"201800010464",18,1,22,"3","1",780
"201800010465",18,1,30,"3","1",780
"201800010466",18,4,24,"1","2",780
"201800010467",18,5,13,"1","1",780
"201800010468",18,6,2,"2","1",780
"201800010469",18,10,30,"1","1",780
"201800010470",18,7,28,"1","1",330
"201800010471",18,10,17,"1","1",330
"201800010472",18,11,7,"1","1",330
"201800010473",18,3,29,"1","1",720
"201800010474",18,4,21,"1","1",720
"201800010475",18,6,12,"3","1",720
"201800010476",18,6,18,"1","1",720
"201800010477",18,6,25,"1","1",720
"201800010478",18,7,8,"1","1",720
"201800010479",18,8,31,"1","1",720
"201800010480",18,9,10,"1","1",720
"201800010481",18,5,29,"1","2",950
"201800010482",18,7,26,"1","2",950
"201800010483",18,7,29,"1","2",950
"201800010484",18,10,16,"1","2",950
"201800010485",18,10,25,"3","1",950
"201800010486",18,1,6,"1","1",720
"201800010487",18,1,15,"1","1",720
"201800010488",18,1,22,"1","1",720
"201800010489",18,3,4,"1","1",720
"201800010490",18,7,26,"1","1",720
"201800010491",18,8,15,"1","1",720
"201800010492",18,10,22,"1","1",610
"201800010493",18,2,1,"1","1",490
"201800010494",18,5,28,"1","1",490
"201800010495",18,7,11,"1","1",490
"201800010496",18,9,10,"1","1",490
"201800010497",18,9,28,"3","1",490
"201800010498",18,12,6,"1","1",490
"201800010499",18,2,7,"1","1",240
"201800010500",18,2,13,"1","1",240
"201800010501",18,3,2,"1","1",240
"201800010502",18,3,15,"1","1",240
"201800010503",18,4,18,"1","1",240
"201800010504",18,5,1,"2","2",240
"201800010505",18,6,17,"1","1",240
"201800010506",18,6,27,"1","2",240
"201800010507",18,7,17,"1","1",240
"201800010508",18,11,20,"3","1",240
"201800010509",18,1,19,"1","2",680
"201800010510",18,6,27,"1","2",680
"201800010511",18,7,15,"1","2",680
"201800010512",18,9,25,"3","1",680
"201800010513",18,10,27,"5","2",680
"201800010514",18,5,28,"1","1",190
"201800010515",18,7,18,"3","1",190
"201800010516",18,8,1,"1","1",190
"201800010517",18,8,30,"1","1",190
"201800010518",18,9,15,"1","1",190
"201800010519",18,10,14,"3","1",190
"201800010520",18,4,14,"1","1",670
"201800010521",18,7,9,"5","1",670
"201800010522",18,7,10,"5","2",670
"201800010523",18,7,26,"1","2",670
"201800010524",18,9,7,"1","1",670
"201800010525",18,12,14,"1","1",670
"201800010526",18,2,4,"3","1",140
"201800010527",18,1,18,"5","2",140
"201800010528",18,3,7,"1","2",140
"201800010529",18,2,8,"1","2",140
"201800010530",18,3,23,"1","2",140
"201800010532",18,4,17,"1","2",140
"201800010533",18,4,12,"1","2",140
"201800010534",18,5,15,"1","2",140
"201800010535",18,5,11,"1","2",140
"201800010536",18,5,11,"1","1",140
"201800010537",18,6,5,"1","2",140
"201800010538",18,6,15,"1","2",140
"201800010539",18,6,25,"1","2",140
"201800010540",18,6,25,"1","2",140
"201800010541",18,6,26,"1","2",140
"201800010542",18,6,29,"1","2",140
"201800010543",18,7,2,"1","2",140
"201800010544",18,7,7,"1","2",140
"201800010545",18,7,7,"1","2",140
"201800010546",18,7,10,"1","1",140
"201800010547",18,7,14,"1","1",140
"201800010548",18,7,20,"1","2",140
"201800010549",18,7,24,"1","1",140
"201800010550",18,7,25,"1","2",140
"201800010551",18,7,31,"1","2",140
"201800010552",18,8,5,"2","2",140
"201800010553",18,8,4,"1","2",140
"201800010554",18,8,9,"1","2",140
"201800010555",18,8,9,"1","2",140
"201800010556",18,8,10,"1","2",140
"201800010557",18,8,15,"5","2",140
"201800010558",18,8,23,"1","2",140
"201800010559",18,8,26,"3","2",140
"201800010560",18,9,2,"1","1",140
"201800010561",18,9,6,"1","2",140
"201800010562",18,9,6,"2","2",140
"201800010563",18,9,8,"1","2",140
"201800010564",18,9,11,"1","2",140
"201800010565",18,9,13,"1","2",140
"201800010566",18,9,20,"1","2",140
"201800010567",18,9,27,"1","2",140
"201800010568",18,10,1,"1","2",140
"201800010569",18,10,3,"1","2",140
"201800010570",18,10,3,"1","2",140
"201800010571",18,10,5,"1","2",140
"201800010572",18,10,6,"5","2",140
"201800010573",18,10,14,"2","2",140
"201800010574",18,10,17,"1","2",140
"201800010575",18,10,20,"1","2",140
"201800010576",18,10,25,"2","1",140
"201800010577",18,11,7,"1","2",140
"201800010578",18,11,9,"5","2",140
"201800010579",18,11,13,"1","2",140
"201800010580",18,11,19,"2","2",140
"201800010581",18,11,11,"5","2",140
"201800010582",18,11,24,"5","2",140
"201800010583",18,11,30,"2","2",140
"201800010584",18,12,1,"1","1",140
"201800010585",18,12,5,"2","2",140
"201800010586",18,12,12,"2","2",140
"201800010587",18,12,12,"1","2",140
"201800010588",18,12,13,"5","2",140
"201800010589",18,12,16,"1","1",140
"201800010590",18,12,18,"5","2",140
"201800010591",18,12,18,"1","2",140
"201800010592",18,12,18,"4","2",140
"201800010593",18,2,9,"5","2",140
"201800010594",18,2,18,"3","1",140
"201800010595",18,3,21,"1","2",140
"201800010596",18,3,28,"1","1",140
"201800010597",18,4,23,"1","2",140
"201800010598",18,8,29,"1","2",140
"201800010599",18,9,29,"1","2",140
"201800010600",18,1,19,"3","1",880
"201800010601",18,4,4,"1","1",880
"201800010602",18,4,12,"1","2",880
"201800010603",18,7,23,"1","1",880
"201800010604",18,7,28,"3","2",880
"201800010605",18,8,6,"1","2",880
"201800010606",18,8,18,"1","1",880
"201800010607",18,12,18,"1","2",880
"201800010608",18,12,28,"1","2",880
"201800010609",18,4,13,"1","1",880
"201800010610",18,8,26,"1","1",880
"201800010611",18,10,27,"1","1",880
"201800010612",18,3,4,"1","1",880
"201800010613",18,3,5,"1","2",880
"201800010614",18,3,14,"1","1",880
"201800010615",18,6,20,"1","1",880
"201800010616",18,6,27,"1","2",880
"201800010617",18,7,9,"1","1",880
"201800010618",18,7,16,"3","1",880
"201800010619",18,8,18,"1","1",880
"201800010620",18,8,23,"1","2",880
"201800010621",18,10,26,"1","1",880
"201800010622",18,11,24,"1","1",880
"201800010623",18,5,8,"2","1",880
"201800010624",18,5,28,"1","2",880
"201800010625",18,7,1,"1","1",880
"201800010626",18,7,25,"1","1",880
"201800010627",18,11,3,"1","2",880
"201800010628",18,6,3,"1","2",880
"201800010629",18,7,20,"1","2",880
"201800010630",18,7,28,"2","1",880
"201800010631",18,8,7,"1","1",880
"201800010632",18,8,16,"1","1",880
"201800010633",18,12,5,"5","2",880
"201800010634",18,2,22,"1","1",880
"201800010635",18,5,12,"1","1",880
"201800010636",18,6,9,"1","2",880
"201800010637",18,6,20,"1","2",880
"201800010638",18,7,10,"1","1",880
"201800010639",18,9,11,"1","2",880
"201800010640",18,10,4,"1","2",880
"201800010641",18,10,17,"1","1",880
"201800010642",18,1,4,"5","2",880
"201800010643",18,1,13,"1","2",880
"201800010644",18,1,20,"1","1",880
"201800010645",18,3,7,"1","2",880
"201800010646",18,4,16,"1","1",880
"201800010647",18,6,9,"1","2",880
"201800010648",18,3,24,"1","1",880
"201800010649",18,4,22,"1","1",880
"201800010650",18,5,18,"1","1",880
"201800010651",18,7,1,"1","1",880
"201800010652",18,8,15,"1","1",880
"201800010653",18,8,17,"1","2",880
"201800010654",18,9,19,"1","1",880
"201800010655",18,10,9,"1","1",880
"201800010656",18,10,9,"1","1",880
"201800010657",18,11,27,"3","2",880
"201800010658",18,2,22,"3","1",880
"201800010659",18,5,19,"1","1",880
"201800010660",18,9,9,"1","2",880
"201800010661",18,2,4,"3","2",880
"201800010662",18,4,7,"1","2",880
"201800010663",18,4,27,"1","2",880
"201800010664",18,6,16,"1","2",880
"201800010665",18,6,15,"1","1",880
"201800010666",18,6,15,"3","1",880
"201800010667",18,7,10,"1","2",880
"201800010668",18,9,4,"1","2",880
"201800010669",18,1,11,"1","1",80
"201800010670",18,1,23,"3","2",80
"201800010671",18,5,2,"3","1",80
"201800010672",18,7,22,"1","2",80
"201800010673",18,7,23,"1","2",80
"201800010674",18,8,31,"1","1",80
"201800010675",18,10,9,"2","2",80
"201800010676",18,10,20,"1","1",80
"201800010677",18,11,25,"3","1",80
"201800010678",18,12,4,"3","1",80
"201800010679",18,12,18,"3","1",80
"201800010680",18,2,20,"2","2",80
"201800010681",18,4,14,"2","1",80
"201800010682",18,7,10,"1","1",80
"201800010683",18,7,23,"1","1",80
"201800010684",18,8,13,"1","1",80
"201800010685",18,8,20,"1","1",80
"201800010686",18,9,7,"2","2",80
"201800010687",18,1,5,"5","1",80
"201800010688",18,2,1,"1","2",80
"201800010689",18,4,11,"1","2",80
"201800010690",18,5,7,"1","2",80
"201800010691",18,5,12,"1","1",80
"201800010692",18,11,9,"3","2",80
"201800010693",18,4,22,"1","1",80
"201800010694",18,4,24,"1","2",80
"201800010695",18,5,4,"1","2",80
"201800010696",18,5,22,"1","2",80
"201800010697",18,5,23,"1","2",80
"201800010698",18,7,6,"1","2",80
"201800010699",18,11,26,"5","2",80
"201800010700",18,6,19,"1","1",80
"201800010701",18,9,16,"1","1",80
"201800010702",18,10,4,"3","2",80
"201800010703",18,2,6,"3","1",80
"201800010704",18,8,14,"1","2",80
"201800010705",18,8,18,"3","1",80
"201800010706",18,9,2,"3","1",80
"201800010707",18,1,11,"1","2",80
"201800010708",18,3,8,"3","1",80
"201800010709",18,4,1,"3","1",80
"201800010710",18,4,21,"2","2",80
"201800010711",18,4,29,"1","2",80
"201800010712",18,6,3,"1","1",80
"201800010713",18,6,27,"1","1",80
"201800010714",18,7,20,"3","2",80
"201800010715",18,7,25,"2","1",80
"201800010716",18,9,13,"3","1",80
"201800010717",18,9,12,"1","1",80
"201800010718",18,9,14,"3","1",80
"201800010719",18,9,18,"5","2",80
"201800010720",18,10,1,"1","2",80
"201800010721",18,4,7,"3","1",80
"201800010722",18,4,20,"1","2",80
"201800010723",18,6,2,"1","1",80
"201800010724",18,6,23,"1","2",80
"201800010725",18,7,17,"1","1",80
"201800010726",18,10,5,"1","2",80
"201800010727",18,12,21,"2","2",80
"201800010728",18,4,22,"1","1",80
"201800010729",18,5,19,"1","1",80
"201800010730",18,7,2,"1","1",80
"201800010731",18,10,5,"1","2",80
"201800010732",18,1,14,"2","1",520
"201800010733",18,3,28,"1","1",520
"201800010734",18,5,13,"1","1",520
"201800010735",18,5,23,"1","1",520
"201800010736",18,5,28,"1","1",520
"201800010737",18,6,4,"1","1",520
"201800010738",18,7,8,"1","1",520
"201800010739",18,12,1,"2","1",520
"201800010740",18,12,11,"3","1",520
"201800010741",18,4,25,"1","1",520
"201800010742",18,7,17,"1","2",520
"201800010743",18,7,26,"1","1",520
"201800010744",18,8,23,"2","1",520
"201800010745",18,10,11,"3","1",520
"201800010746",18,10,20,"1","1",520
"201800010747",18,12,14,"1","1",520
"201800010748",18,4,20,"1","1",520
"201800010749",18,5,18,"1","2",520
"201800010750",18,7,2,"1","2",520
"201800010751",18,7,14,"1","1",520
"201800010752",18,10,3,"1","2",520
"201800010753",18,10,26,"3","1",520
"201800010754",18,11,2,"1","1",520
"201800010755",18,3,4,"1","1",520
"201800010756",18,5,15,"1","1",520
"201800010757",18,5,27,"1","1",520
"201800010758",18,5,31,"1","1",520
"201800010759",18,6,3,"1","2",520
"201800010760",18,6,24,"4","2",520
"201800010761",18,6,29,"3","2",520
"201800010762",18,12,11,"1","1",520
"201800010763",18,2,14,"3","1",140
"201800010764",18,2,27,"1","1",140
"201800010766",18,3,19,"1","2",140
"201800010767",18,3,21,"1","2",140
"201800010768",18,3,31,"1","1",140
"201800010769",18,5,7,"5","1",140
"201800010770",18,5,9,"1","2",140
"201800010771",18,5,26,"5","2",140
"201800010772",18,5,29,"1","1",140
"201800010773",18,6,19,"5","2",140
"201800010774",18,7,24,"1","2",140
"201800010775",18,7,29,"1","2",140
"201800010776",18,8,16,"1","1",140
"201800010777",18,8,28,"1","2",140
"201800010778",18,9,6,"1","2",140
"201800010779",18,9,13,"1","2",140
"201800010780",18,10,19,"1","2",140
"201800010781",18,11,15,"1","2",140
"201800010782",18,6,24,"1","1",520
"201800010783",18,7,21,"1","1",520
"201800010784",18,7,23,"1","1",520
"201800010785",18,11,28,"3","1",520
"201800010786",18,3,14,"1","1",520
"201800010787",18,3,8,"1","1",520
"201800010788",18,1,4,"1","1",520
"201800010789",18,1,14,"1","2",520
"201800010790",18,2,16,"3","1",520
"201800010791",18,3,12,"3","1",520
"201800010792",18,6,2,"1","1",520
"201800010793",18,7,8,"1","1",520
"201800010794",18,7,17,"1","1",520
"201800010795",18,10,13,"3","1",520
"201800010796",18,11,17,"1","2",520
"201800010797",18,1,2,"1","1",520
"201800010798",18,5,6,"1","2",520
"201800010799",18,5,15,"1","1",520
"201800010800",18,10,13,"1","1",520
"201800010801",18,10,13,"1","1",520
"201800010802",18,5,16,"1","1",480
"201800010803",18,7,6,"1","1",480
"201800010804",18,7,26,"2","1",480
"201800010805",18,8,16,"1","1",480
"201800010806",18,8,20,"1","1",480
"201800010807",18,10,8,"3","1",480
"201800010808",18,10,26,"1","1",480
"201800010809",18,12,29,"3","1",480
"201800010810",18,5,23,"1","1",480
"201800010811",18,6,4,"1","1",480
"201800010812",18,6,11,"1","1",480
"201800010813",18,6,15,"1","1",480
"201800010814",18,7,6,"1","1",480
"201800010815",18,8,11,"1","2",480
"201800010816",18,8,19,"1","1",480
"201800010817",18,8,31,"1","1",480
"201800010818",18,9,5,"1","1",480
"201800010819",18,9,8,"1","2",480
"201800010820",18,10,20,"3","1",480
"201800010821",18,11,16,"3","1",480
"201800010822",18,12,15,"1","2",480
"201800010823",18,12,26,"2","1",480
"201800010824",18,2,25,"1","1",480
"201800010825",18,8,19,"1","1",480
"201800010826",18,8,25,"1","1",480
"201800010827",18,10,12,"1","1",480
"201800010828",18,11,13,"1","1",480
"201800010829",18,6,30,"1","2",480
"201800010830",18,7,2,"1","1",480
"201800010831",18,8,15,"1","1",480
"201800010832",18,9,22,"1","1",480
"201800010833",18,5,5,"1","1",480
"201800010834",18,5,21,"1","1",480
"201800010835",18,6,30,"1","1",480
"201800010836",18,7,8,"1","2",480
"201800010837",18,7,25,"1","1",480
"201800010838",18,8,8,"1","1",480
"201800010839",18,8,20,"1","1",480
"201800010840",18,8,22,"1","1",480
"201800010841",18,9,16,"1","1",480
"201800010842",18,10,28,"1","1",480
"201800010843",18,11,7,"3","1",480
"201800010844",18,1,3,"5","2",480
"201800010845",18,3,19,"1","2",480
"201800010846",18,6,10,"1","1",480
"201800010847",18,6,22,"1","1",480
"201800010848",18,6,23,"1","1",480
"201800010849",18,8,6,"1","1",480
"201800010850",18,8,11,"1","1",480
"201800010851",18,9,22,"3","2",480
"201800010852",18,10,4,"1","1",480
"201800010853",18,11,19,"3","1",480
"201800010854",18,12,4,"1","1",480
"201800010855",18,2,4,"3","1",480
"201800010856",18,10,1,"1","1",480
"201800010857",18,10,5,"2","1",480
"201800010858",18,6,3,"5","1",480
"201800010859",18,7,23,"1","1",480
"201800010860",18,9,25,"1","1",480
"201800010861",18,10,20,"5","2",480
"201800010862",18,10,27,"3","1",480
"201800010863",18,11,8,"1","2",480
"201800010864",18,1,9,"3","1",300
"201800010865",18,1,14,"3","1",300
"201800010866",18,2,19,"1","1",300
"201800010867",18,4,8,"3","1",300
"201800010868",18,4,22,"2","1",300
"201800010869",18,6,1,"1","1",300
"201800010870",18,6,10,"1","1",300
"201800010871",18,6,18,"1","1",300
"201800010872",18,6,23,"1","2",300
"201800010873",18,7,11,"2","1",300
"201800010874",18,9,23,"1","1",300
"201800010875",18,10,5,"3","1",300
"201800010876",18,11,28,"1","1",300
"201800010877",18,4,16,"2","1",300
"201800010878",18,5,24,"3","1",300
"201800010879",18,6,23,"1","1",300
"201800010880",18,10,7,"3","1",300
"201800010881",18,10,20,"1","1",300
"201800010882",18,12,10,"3","1",300
"201800010883",18,12,22,"5","2",300
"201800010884",18,1,18,"1","2",300
"201800010885",18,2,12,"5","2",300
"201800010886",18,3,12,"1","2",300
"201800010887",18,4,26,"1","2",300
"201800010888",18,4,26,"1","2",300
"201800010889",18,6,9,"1","1",300
"201800010890",18,8,16,"1","2",300
"201800010891",18,10,16,"1","2",300
"201800010892",18,11,15,"1","2",300
"201800010893",18,11,24,"2","1",300
"201800010894",18,11,27,"1","1",300
"201800010895",18,12,1,"3","1",300
"201800010896",18,1,19,"5","2",300
"201800010897",18,2,3,"5","2",300
"201800010898",18,4,9,"1","2",300
"201800010899",18,4,18,"1","1",300
"201800010900",18,5,2,"1","1",300
"201800010901",18,6,19,"1","2",300
"201800010902",18,7,26,"3","1",300
"201800010903",18,8,12,"2","1",300
"201800010904",18,9,5,"1","1",300
"201800010905",18,10,19,"3","1",300
"201800010906",18,12,21,"3","1",300
"201800010907",18,3,27,"1","2",300
"201800010908",18,4,23,"1","2",300
"201800010909",18,6,13,"1","1",300
"201800010910",18,8,1,"1","1",300
"201800010911",18,9,13,"1","1",300
"201800010912",18,9,23,"1","1",300
"201800010913",18,10,13,"2","1",300
"201800010914",18,10,26,"1","1",300
"201800010915",18,10,29,"2","2",300
"201800010916",18,12,20,"1","1",300
"201800010917",18,1,16,"3","1",300
"201800010918",18,3,13,"1","1",300
"201800010919",18,3,22,"1","1",300
"201800010920",18,4,12,"1","1",300
"201800010921",18,4,14,"1","1",300
"201800010922",18,4,28,"1","1",300
"201800010923",18,5,11,"1","1",300
"201800010924",18,5,16,"1","1",300
"201800010925",18,6,20,"5","2",300
"201800010926",18,6,29,"1","1",300
"201800010927",18,6,29,"1","1",300
"201800010928",18,7,7,"1","2",300
"201800010929",18,7,6,"1","1",300
"201800010930",18,7,9,"1","2",300
"201800010931",18,7,15,"1","1",300
"201800010932",18,7,17,"1","1",300
"201800010933",18,7,26,"1","1",300
"201800010934",18,8,19,"3","1",300
"201800010935",18,9,21,"1","1",300
"201800010936",18,9,22,"1","1",300
"201800010937",18,9,28,"1","1",300
"201800010938",18,10,20,"1","1",300
"201800010939",18,10,23,"3","1",300
"201800010940",18,10,25,"1","1",300
"201800010941",18,11,17,"1","1",300
"201800010942",18,12,29,"1","1",300
"201800010943",18,2,7,"1","2",300
"201800010944",18,4,12,"1","1",300
"201800010945",18,5,31,"1","1",300
"201800010946",18,6,10,"1","1",300
"201800010947",18,6,17,"1","1",300
"201800010948",18,6,24,"1","1",300
"201800010949",18,7,8,"1","1",300
"201800010950",18,8,19,"1","1",300
"201800010951",18,7,29,"1","1",300
"201800010952",18,8,7,"3","1",300
"201800010953",18,10,21,"1","1",300
"201800010954",18,8,15,"1","1",300
"201800010955",18,9,2,"1","1",300
"201800010956",18,9,19,"1","1",300
"201800010957",18,6,21,"1","1",300
"201800010958",18,4,14,"2","1",300
"201800010959",18,5,7,"1","1",300
"201800010960",18,5,11,"1","2",300
"201800010961",18,5,31,"2","1",300
"201800010962",18,4,30,"1","2",300
"201800010963",18,6,13,"1","2",300
"201800010964",18,7,6,"1","1",300
"201800010965",18,7,28,"3","1",300
"201800010966",18,10,26,"1","1",300
"201800010967",18,10,26,"3","1",300
"201800010968",18,12,9,"3","1",300
"201800010969",18,12,9,"3","1",300
"201800010970",18,12,22,"1","2",300
"201800010971",18,2,25,"3","1",300
"201800010972",18,4,3,"1","1",300
"201800010973",18,4,12,"1","1",300
"201800010974",18,4,16,"1","1",300
"201800010975",18,6,2,"1","1",300
"201800010976",18,6,9,"1","1",300
"201800010977",18,7,2,"1","1",300
"201800010978",18,7,8,"1","1",300
"201800010979",18,11,4,"3","1",300
"201800010980",18,11,21,"1","2",300
"201800010981",18,1,14,"3","1",300
"201800010982",18,2,16,"1","2",300
"201800010983",18,2,23,"2","2",300
"201800010984",18,3,18,"3","1",300
"201800010985",18,3,28,"1","2",300
"201800010986",18,3,30,"3","2",300
"201800010987",18,5,1,"1","1",300
"201800010988",18,5,18,"1","2",300
"201800010989",18,6,13,"1","1",300
"201800010990",18,7,21,"1","2",300
"201800010991",18,7,21,"5","2",300
"201800010992",18,7,25,"1","2",300
"201800010993",18,8,8,"1","1",300
"201800010994",18,8,4,"1","1",300
"201800010995",18,9,6,"1","1",300
"201800010996",18,9,15,"1","2",300
"201800010997",18,10,17,"1","1",300
"201800010998",18,12,4,"1","1",300
"201800010999",18,1,6,"5","2",370
"201800011000",18,2,17,"1","1",370
"201800011001",18,3,6,"1","1",370
"201800011002",18,4,25,"1","2",370
"201800011003",18,5,11,"1","2",370
"201800011004",18,5,20,"1","2",370
"201800011005",18,5,23,"1","2",370
"201800011006",18,6,5,"1","2",370
"201800011007",18,6,10,"1","1",370
"201800011008",18,6,10,"2","2",370
"201800011009",18,7,4,"1","2",370
"201800011010",18,8,8,"1","2",370
"201800011011",18,8,12,"2","2",370
"201800011012",18,8,2,"1","2",370
"201800011013",18,8,17,"1","2",370
"201800011014",18,10,9,"1","2",370
"201800011015",18,10,14,"1","2",370
"201800011016",18,10,27,"1","1",370
"201800011017",18,10,31,"1","1",370
"201800011018",18,11,15,"1","2",370
"201800011019",18,11,19,"1","2",370
"201800011020",18,11,23,"2","1",370
"201800011021",18,1,18,"5","2",370
"201800011022",18,1,22,"1","2",370
"201800011023",18,1,25,"1","1",370
"201800011024",18,2,4,"1","1",370
"201800011025",18,2,13,"1","1",370
"201800011026",18,2,23,"1","1",370
"201800011027",18,3,2,"3","1",370
"201800011028",18,4,6,"3","1",370
"201800011029",18,6,18,"2","2",370
"201800011030",18,6,22,"1","1",370
"201800011031",18,7,6,"1","2",370
"201800011032",18,7,14,"1","1",370
"201800011033",18,7,23,"1","1",370
"201800011034",18,7,23,"1","1",370
"201800011035",18,8,15,"1","1",370
"201800011036",18,8,30,"1","1",370
"201800011037",18,9,2,"1","1",370
"201800011038",18,9,6,"1","2",370
"201800011039",18,9,4,"1","1",370
"201800011040",18,9,15,"5","2",370
"201800011041",18,9,30,"1","1",370
"201800011042",18,10,5,"2","1",370
"201800011043",18,11,3,"3","1",370
"201800011044",18,11,24,"1","2",370
"201800011045",18,12,2,"1","2",370
"201800011046",18,12,19,"1","1",370
"201800011047",18,1,8,"1","1",370
"201800011048",18,1,18,"2","2",370
"201800011049",18,1,26,"3","1",370
"201800011050",18,3,11,"1","2",370
"201800011051",18,4,15,"1","2",370
"201800011052",18,5,18,"1","1",370
"201800011053",18,5,23,"1","1",370
"201800011054",18,5,29,"1","2",370
"201800011055",18,6,23,"1","1",370
"201800011056",18,7,11,"1","2",370
"201800011057",18,7,16,"1","2",370
"201800011058",18,8,13,"3","1",370
"201800011059",18,9,12,"5","1",370
"201800011060",18,9,19,"1","2",370
"201800011061",18,10,25,"1","1",370
"201800011062",18,11,14,"5","2",370
"201800011063",18,11,27,"2","2",370
"201800011064",18,12,1,"1","1",370
"201800011065",18,2,11,"5","2",370
"201800011066",18,4,17,"1","2",370
"201800011067",18,4,29,"1","1",370
"201800011068",18,5,18,"1","2",370
"201800011069",18,6,24,"5","2",370
"201800011070",18,7,27,"1","1",370
"201800011071",18,7,27,"1","2",370
"201800011072",18,9,22,"1","2",370
"201800011073",18,1,19,"5","2",140
"201800011074",18,1,3,"5","2",140
"201800011075",18,1,23,"1","2",140
"201800011076",18,1,26,"5","2",140
"201800011078",18,4,1,"5","2",140
"201800011079",18,4,27,"1","2",140
"201800011080",18,5,7,"1","2",140
"201800011081",18,5,19,"5","2",140
"201800011082",18,5,31,"1","1",140
"201800011083",18,6,3,"1","2",140
"201800011084",18,7,24,"1","2",140
"201800011085",18,7,31,"1","2",140
"201800011086",18,10,15,"1","2",140
"201800011087",18,1,2,"1","1",370
"201800011088",18,10,21,"2","1",140
"201800011089",18,10,26,"1","1",140
"201800011090",18,10,29,"1","2",140
"201800011091",18,11,2,"1","2",140
