"Num_Acc","an","mois","jour","lum","agg","dep"
"201800019952",18,10,22,"1","1",660
"201800019953",18,11,10,"1","1",660
"201800019954",18,3,14,"1","1",300
"201800019955",18,4,6,"3","1",300
"201800019956",18,4,17,"1","1",300
"201800019957",18,5,15,"1","2",300
"201800019958",18,5,25,"2","1",300
"201800019959",18,6,13,"3","1",300
"201800019960",18,6,29,"1","1",300
"201800019961",18,7,6,"1","1",300
"201800019962",18,10,1,"1","1",300
"201800019963",18,10,4,"1","1",300
"201800019964",18,12,21,"3","1",300
"201800019965",18,1,12,"3","2",410
"201800019966",18,3,10,"2","1",410
"201800019967",18,4,1,"1","2",410
"201800019968",18,4,20,"3","1",410
"201800019969",18,5,5,"1","1",410
"201800019970",18,5,18,"1","1",410
"201800019971",18,5,30,"1","1",410
"201800019972",18,6,28,"1","1",410
"201800019973",18,6,20,"1","2",410
"201800019974",18,7,3,"1","2",410
"201800019975",18,7,29,"3","1",410
"201800019976",18,10,26,"1","1",410
"201800019977",18,11,10,"5","2",410
"201800019978",18,11,22,"3","1",410
"201800019979",18,11,26,"1","2",410
"201800019980",18,12,24,"5","2",410
"201800019981",18,2,16,"1","1",770
"201800019982",18,4,10,"1","1",770
"201800019983",18,5,7,"1","1",770
"201800019984",18,5,14,"2","1",770
"201800019985",18,7,6,"1","2",770
"201800019986",18,7,26,"1","1",770
"201800019987",18,8,13,"1","2",770
"201800019988",18,9,23,"3","1",770
"201800019989",18,9,29,"1","1",770
"201800019990",18,9,29,"1","2",770
"201800019991",18,10,4,"5","2",770
"201800019992",18,11,18,"5","2",770
"201800019993",18,3,11,"1","1",620
"201800019994",18,4,23,"1","1",620
"201800019995",18,7,5,"1","2",620
"201800019996",18,8,12,"1","1",620
"201800019997",18,8,18,"1","1",620
"201800019998",18,9,19,"1","1",620
"201800019999",18,9,20,"1","1",620
"201800020000",18,10,7,"3","1",620
"201800020001",18,10,8,"1","1",620
"201800020002",18,10,11,"5","1",620
"201800020003",18,10,27,"3","1",620
"201800020004",18,12,27,"3","1",620
"201800020005",18,1,18,"1","1",620
"201800020006",18,4,14,"3","1",620
"201800020007",18,4,22,"1","2",620
"201800020008",18,5,5,"1","2",620
"201800020009",18,5,6,"1","1",620
"201800020010",18,5,10,"1","2",620
"201800020011",18,7,2,"1","1",620
"201800020012",18,7,4,"1","2",620
"201800020013",18,9,5,"1","2",620
"201800020014",18,10,15,"1","2",620
"201800020015",18,10,26,"1","2",620
"201800020016",18,11,30,"1","1",620
"201800020017",18,12,3,"1","1",620
"201800020018",18,12,7,"3","1",620
"201800020019",18,2,3,"3","1",620
"201800020020",18,6,27,"1","1",620
"201800020021",18,7,1,"1","2",620
"201800020022",18,7,3,"1","2",620
"201800020023",18,10,30,"3","1",620
"201800020024",18,11,2,"2","1",620
"201800020025",18,11,13,"1","1",620
"201800020026",18,11,19,"1","1",620
"201800020027",18,12,14,"2","2",620
"201800020028",18,2,10,"5","2",620
"201800020029",18,2,18,"1","2",620
"201800020030",18,4,14,"1","1",620
"201800020031",18,4,15,"3","1",620
"201800020032",18,4,25,"1","2",620
"201800020033",18,5,8,"1","1",620
"201800020034",18,5,12,"1","2",620
"201800020035",18,6,24,"1","1",620
"201800020036",18,7,6,"1","2",620
"201800020037",18,7,12,"1","2",620
"201800020038",18,8,4,"1","1",620
"201800020039",18,8,13,"1","1",620
"201800020040",18,9,9,"3","2",620
"201800020041",18,11,5,"1","1",620
"201800020042",18,1,10,"1","2",620
"201800020043",18,2,5,"3","1",620
"201800020044",18,3,25,"3","2",620
"201800020045",18,3,24,"1","2",620
"201800020046",18,3,28,"1","2",620
"201800020047",18,5,7,"1","1",620
"201800020048",18,5,10,"1","1",620
"201800020049",18,5,27,"1","1",620
"201800020050",18,7,8,"2","1",620
"201800020051",18,7,25,"1","1",620
"201800020052",18,10,28,"1","1",620
"201800020053",18,12,13,"1","1",620
"201800020054",18,1,9,"1","1",620
"201800020055",18,1,17,"2","1",620
"201800020056",18,1,29,"3","1",620
"201800020057",18,2,12,"1","2",620
"201800020058",18,3,5,"3","1",620
"201800020059",18,3,5,"3","1",620
"201800020060",18,3,13,"1","1",620
"201800020061",18,3,20,"1","1",620
"201800020062",18,3,30,"3","1",620
"201800020063",18,4,10,"1","1",620
"201800020064",18,4,21,"1","1",620
"201800020065",18,6,8,"1","2",620
"201800020066",18,7,5,"1","2",620
"201800020067",18,7,7,"3","1",620
"201800020068",18,7,14,"1","1",620
"201800020069",18,7,30,"1","1",620
"201800020070",18,8,9,"1","1",620
"201800020071",18,9,7,"1","1",620
"201800020072",18,9,8,"1","2",620
"201800020073",18,9,25,"2","1",620
"201800020074",18,1,26,"4","2",620
"201800020075",18,2,8,"3","1",620
"201800020076",18,4,29,"1","1",620
"201800020077",18,6,9,"1","1",620
"201800020078",18,9,16,"1","1",620
"201800020079",18,11,8,"3","1",620
"201800020080",18,12,5,"5","2",620
"201800020081",18,6,1,"1","2",440
"201800020082",18,11,14,"1","1",440
"201800020083",18,7,6,"1","1",630
"201800020084",18,6,15,"1","1",370
"201800020085",18,6,26,"1","1",370
"201800020086",18,7,10,"1","1",370
"201800020087",18,8,11,"1","1",370
"201800020088",18,8,12,"3","1",370
"201800020089",18,7,19,"1","1",370
"201800020090",18,11,9,"1","1",370
"201800020091",18,12,21,"5","1",370
"201800020092",18,4,2,"1","1",210
"201800020093",18,6,9,"3","1",210
"201800020094",18,1,17,"3","1",830
"201800020095",18,2,4,"1","1",830
"201800020096",18,2,7,"5","1",830
"201800020097",18,3,8,"1","1",830
"201800020098",18,3,23,"1","2",830
"201800020099",18,4,19,"5","2",830
"201800020100",18,4,22,"1","1",830
"201800020101",18,6,15,"5","1",830
"201800020102",18,6,27,"1","2",830
"201800020103",18,7,25,"1","2",830
"201800020104",18,8,19,"1","1",830
"201800020105",18,10,3,"5","2",830
"201800020106",18,10,6,"1","2",830
"201800020107",18,12,9,"5","2",830
"201800020108",18,2,13,"1","1",870
"201800020109",18,4,1,"1","2",870
"201800020110",18,5,16,"1","1",870
"201800020111",18,7,14,"1","1",870
"201800020112",18,9,16,"1","1",870
"201800020113",18,9,20,"3","1",870
"201800020114",18,11,3,"3","1",870
"201800020115",18,12,24,"1","1",870
"201800020116",18,3,2,"3","1",202
"201800020117",18,5,22,"1","1",202
"201800020118",18,6,11,"1","1",202
"201800020119",18,7,1,"1","1",202
"201800020120",18,7,24,"3","1",202
"201800020121",18,8,3,"1","1",202
"201800020122",18,8,26,"1","2",202
"201800020123",18,8,29,"1","2",202
"201800020124",18,10,7,"5","2",202
"201800020125",18,12,14,"3","1",202
"201800020126",18,2,22,"3","1",470
"201800020127",18,3,2,"3","1",470
"201800020128",18,4,10,"3","1",470
"201800020129",18,4,27,"1","1",470
"201800020130",18,11,25,"1","1",470
"201800020131",18,12,5,"1","1",470
"201800020132",18,12,11,"2","2",470
"201800020133",18,12,12,"2","1",470
"201800020134",18,12,17,"1","1",470
"201800020135",18,5,4,"1","1",230
"201800020136",18,5,5,"3","1",230
"201800020137",18,6,28,"1","1",230
"201800020138",18,6,30,"1","1",230
"201800020139",18,8,6,"2","1",230
"201800020140",18,5,26,"1","2",230
"201800020141",18,6,8,"1","1",230
"201800020142",18,8,8,"1","1",230
"201800020143",18,8,26,"1","1",230
"201800020144",18,10,13,"3","1",230
"201800020145",18,10,28,"1","2",230
"201800020146",18,10,31,"4","2",230
"201800020147",18,11,16,"5","1",230
"201800020148",18,12,1,"3","1",230
"201800020150",18,2,17,"3","1",500
"201800020151",18,3,16,"1","2",500
"201800020152",18,4,25,"1","1",500
"201800020153",18,6,4,"1","1",500
"201800020154",18,8,5,"1","1",500
"201800020155",18,9,4,"1","1",500
"201800020156",18,9,14,"3","1",500
"201800020157",18,11,5,"3","2",500
"201800020158",18,11,9,"3","1",500
"201800020159",18,11,12,"3","1",500
"201800020160",18,11,22,"3","1",500
"201800020161",18,1,29,"1","1",220
"201800020162",18,6,1,"1","1",220
"201800020163",18,7,13,"1","1",220
"201800020164",18,7,21,"3","1",220
"201800020165",18,8,9,"1","1",220
"201800020166",18,9,9,"1","1",220
"201800020167",18,10,20,"1","2",220
"201800020168",18,11,5,"1","1",220
"201800020169",18,11,27,"1","1",220
"201800020170",18,11,28,"2","1",220
"201800020171",18,3,26,"1","1",300
"201800020172",18,4,13,"3","1",300
"201800020173",18,4,27,"1","2",300
"201800020174",18,5,29,"1","1",300
"201800020175",18,6,1,"3","1",300
"201800020176",18,6,23,"1","1",300
"201800020177",18,6,29,"1","1",300
"201800020178",18,7,7,"1","2",300
"201800020179",18,7,10,"3","1",300
"201800020180",18,7,11,"1","1",300
"201800020181",18,7,21,"3","2",300
"201800020182",18,7,20,"1","2",300
"201800020183",18,8,13,"1","1",300
"201800020184",18,8,23,"1","1",300
"201800020185",18,9,19,"1","2",300
"201800020186",18,9,21,"1","1",300
"201800020187",18,9,28,"1","1",300
"201800020188",18,11,9,"2","1",300
"201800020189",18,11,9,"2","1",300
"201800020190",18,11,27,"1","1",300
"201800020191",18,12,16,"1","1",300
"201800020192",18,12,31,"1","2",300
"201800020193",18,2,19,"1","2",300
"201800020194",18,3,17,"3","1",300
"201800020195",18,5,18,"1","2",300
"201800020196",18,5,31,"1","1",300
"201800020197",18,6,20,"1","2",300
"201800020198",18,7,14,"1","1",300
"201800020199",18,7,16,"1","1",300
"201800020200",18,7,22,"3","1",300
"201800020201",18,9,21,"1","1",300
"201800020202",18,11,16,"3","1",300
"201800020203",18,12,1,"3","1",300
"201800020204",18,1,22,"1","1",300
"201800020205",18,1,31,"1","2",300
"201800020206",18,4,1,"1","1",300
"201800020207",18,5,22,"1","1",300
"201800020208",18,7,7,"1","1",300
"201800020209",18,7,13,"1","1",300
"201800020210",18,7,13,"1","2",300
"201800020211",18,8,5,"1","1",300
"201800020212",18,9,3,"1","2",300
"201800020213",18,9,24,"3","1",300
"201800020214",18,11,13,"3","1",300
"201800020215",18,3,23,"1","1",380
"201800020216",18,5,5,"1","1",380
"201800020217",18,5,14,"1","2",380
"201800020218",18,5,29,"1","1",380
"201800020219",18,6,10,"1","1",380
"201800020220",18,7,29,"1","1",380
"201800020221",18,8,6,"1","1",380
"201800020222",18,8,9,"1","1",380
"201800020223",18,9,8,"1","1",380
"201800020224",18,10,5,"3","2",380
"201800020225",18,10,6,"1","1",380
"201800020226",18,10,9,"3","1",380
"201800020227",18,11,4,"1","1",380
"201800020228",18,12,31,"1","2",180
"201800020229",18,1,15,"3","2",180
"201800020230",18,2,12,"1","2",180
"201800020231",18,2,16,"3","1",180
"201800020232",18,4,6,"1","2",180
"201800020233",18,4,16,"1","2",180
"201800020234",18,4,18,"1","2",180
"201800020235",18,4,27,"1","2",180
"201800020236",18,4,26,"1","2",180
"201800020237",18,5,2,"1","2",180
"201800020238",18,5,8,"1","2",180
"201800020239",18,5,13,"5","2",180
"201800020240",18,5,31,"5","2",180
"201800020241",18,6,1,"5","2",180
"201800020242",18,6,1,"1","2",180
"201800020243",18,6,15,"5","2",180
"201800020244",18,6,14,"1","2",180
"201800020245",18,6,25,"1","2",180
"201800020246",18,7,7,"1","2",180
"201800020247",18,7,14,"1","1",180
"201800020248",18,7,18,"1","2",180
"201800020249",18,7,23,"1","2",180
"201800020250",18,7,22,"1","2",180
"201800020251",18,7,29,"5","2",180
"201800020252",18,8,8,"5","2",180
"201800020253",18,8,19,"3","1",180
"201800020254",18,8,21,"5","2",180
"201800020255",18,8,31,"1","2",180
"201800020256",18,8,31,"1","2",180
"201800020257",18,9,16,"5","2",180
"201800020258",18,9,3,"1","2",180
"201800020259",18,9,19,"1","2",180
"201800020260",18,9,25,"1","2",180
"201800020261",18,10,30,"1","2",180
"201800020262",18,11,1,"5","2",180
"201800020263",18,11,2,"1","2",180
"201800020264",18,11,2,"1","2",180
"201800020265",18,11,22,"1","2",180
"201800020266",18,10,5,"1","2",180
"201800020267",18,12,5,"5","1",180
"201800020268",18,12,11,"5","1",180
"201800020269",18,12,23,"5","2",180
"201800020270",18,4,27,"3","1",410
"201800020271",18,5,22,"1","1",410
"201800020272",18,5,25,"4","2",410
"201800020273",18,6,18,"1","1",410
"201800020274",18,9,16,"3","1",410
"201800020275",18,9,14,"2","1",410
"201800020276",18,1,17,"3","1",120
"201800020277",18,5,20,"1","1",120
"201800020278",18,8,11,"1","1",120
"201800020279",18,8,14,"1","1",120
"201800020280",18,8,21,"1","1",120
"201800020281",18,8,25,"1","1",120
"201800020282",18,8,26,"1","1",120
"201800020283",18,8,28,"1","1",120
"201800020284",18,9,3,"1","1",120
"201800020285",18,9,18,"3","1",120
"201800020286",18,11,14,"1","1",120
"201800020287",18,11,19,"2","1",120
"201800020288",18,5,26,"3","1",580
"201800020289",18,7,4,"1","1",580
"201800020290",18,8,12,"1","1",580
"201800020291",18,9,1,"1","1",580
"201800020292",18,9,4,"1","1",580
"201800020293",18,9,11,"1","1",580
"201800020294",18,9,18,"1","1",580
"201800020295",18,10,31,"3","1",580
"201800020296",18,12,16,"3","1",580
"201800020297",18,1,6,"1","2",710
"201800020298",18,2,25,"3","2",710
"201800020299",18,5,16,"1","1",710
"201800020300",18,5,21,"1","1",710
"201800020301",18,6,15,"1","2",710
"201800020302",18,6,30,"1","2",710
"201800020303",18,8,14,"1","1",710
"201800020304",18,8,29,"1","2",710
"201800020305",18,10,6,"3","1",710
"201800020306",18,10,15,"1","2",710
"201800020307",18,10,30,"1","1",710
"201800020308",18,10,31,"3","1",710
"201800020309",18,12,2,"3","1",710
"201800020310",18,12,27,"5","2",710
"201800020311",18,2,23,"3","1",360
"201800020312",18,8,16,"1","1",360
"201800020313",18,9,28,"1","1",360
"201800020314",18,10,18,"1","1",360
"201800020315",18,10,18,"1","1",360
"201800020316",18,10,18,"1","1",360
"201800020317",18,11,11,"3","1",360
"201800020318",18,11,27,"3","1",360
"201800020319",18,12,5,"1","1",360
"201800020320",18,12,20,"1","1",360
"201800020321",18,3,24,"1","1",430
"201800020322",18,3,31,"3","1",150
"201800020323",18,4,27,"1","1",150
"201800020324",18,5,4,"1","1",430
"201800020325",18,8,19,"1","1",480
"201800020326",18,1,1,"3","1",630
"201800020327",18,3,5,"1","1",630
"201800020328",18,3,16,"2","1",630
"201800020329",18,4,14,"1","1",630
"201800020330",18,4,21,"1","1",630
"201800020331",18,4,25,"1","1",630
"201800020332",18,8,1,"1","1",630
"201800020333",18,8,25,"1","1",630
"201800020334",18,8,25,"1","1",630
"201800020335",18,12,21,"1","1",630
"201800020336",18,12,21,"3","1",630
"201800020337",18,10,26,"1","1",870
"201800020338",18,1,1,"1","1",340
"201800020339",18,1,7,"3","1",340
"201800020340",18,1,2,"3","1",340
"201800020341",18,1,20,"3","1",340
"201800020342",18,2,4,"1","1",340
"201800020343",18,2,21,"1","1",340
"201800020344",18,2,15,"3","1",340
"201800020345",18,3,24,"3","1",340
"201800020346",18,4,9,"1","1",340
"201800020347",18,4,29,"1","1",340
"201800020348",18,7,11,"1","1",340
"201800020349",18,7,20,"2","1",340
"201800020350",18,8,5,"3","1",340
"201800020351",18,8,6,"1","1",340
"201800020352",18,8,13,"3","1",340
"201800020353",18,8,17,"1","1",340
"201800020354",18,8,31,"1","1",340
"201800020355",18,9,6,"1","1",340
"201800020356",18,9,9,"3","1",340
"201800020357",18,10,5,"1","1",340
"201800020358",18,11,6,"1","1",340
"201800020359",18,11,8,"1","1",340
"201800020360",18,11,9,"1","1",340
"201800020361",18,11,25,"3","1",340
"201800020362",18,11,19,"3","1",340
"201800020363",18,11,26,"3","1",340
"201800020364",18,11,29,"3","1",340
"201800020365",18,11,29,"3","1",340
"201800020366",18,12,16,"3","1",340
"201800020367",18,3,16,"1","1",480
"201800020368",18,7,3,"1","1",480
"201800020369",18,7,18,"1","1",480
"201800020370",18,8,5,"1","1",480
"201800020371",18,1,16,"1","1",80
"201800020372",18,5,14,"3","1",80
"201800020373",18,8,7,"3","1",80
"201800020374",18,5,5,"1","1",670
"201800020375",18,5,26,"3","1",670
"201800020376",18,6,28,"1","1",670
"201800020377",18,6,30,"1","2",670
"201800020378",18,9,18,"1","2",670
"201800020379",18,9,26,"1","2",670
"201800020380",18,10,9,"1","1",670
"201800020381",18,11,7,"2","2",670
"201800020382",18,11,27,"1","2",670
"201800020383",18,12,2,"5","2",670
"201800020384",18,12,12,"1","2",670
"201800020385",18,3,15,"1","1",440
"201800020386",18,4,24,"2","1",440
"201800020387",18,5,11,"1","1",440
"201800020388",18,5,27,"3","1",440
"201800020389",18,10,22,"3","1",440
"201800020390",18,10,22,"1","1",440
"201800020391",18,4,22,"1","1",440
"201800020392",18,5,14,"1","1",440
"201800020393",18,5,27,"3","1",440
"201800020394",18,6,7,"2","1",440
"201800020395",18,6,8,"1","1",440
"201800020396",18,6,17,"1","1",440
"201800020397",18,6,20,"1","1",440
"201800020398",18,7,8,"1","1",440
"201800020399",18,7,23,"1","1",440
"201800020400",18,8,2,"1","1",440
"201800020401",18,8,30,"1","1",440
"201800020402",18,9,14,"1","1",440
"201800020403",18,10,12,"1","2",440
"201800020404",18,10,15,"3","1",440
"201800020405",18,10,19,"1","1",440
"201800020406",18,11,24,"3","1",440
"201800020407",18,11,24,"1","1",440
"201800020408",18,11,30,"1","1",440
"201800020409",18,11,30,"3","1",440
"201800020410",18,3,24,"3","1",850
"201800020411",18,4,6,"1","2",850
"201800020412",18,4,17,"1","1",850
"201800020413",18,6,25,"1","1",850
"201800020414",18,6,25,"1","1",850
"201800020415",18,7,3,"1","1",850
"201800020416",18,7,22,"1","1",850
"201800020417",18,8,4,"3","1",850
"201800020418",18,8,10,"1","1",850
"201800020419",18,8,19,"3","1",850
"201800020420",18,9,5,"3","1",850
"201800020421",18,9,21,"1","2",850
"201800020422",18,9,30,"1","2",850
"201800020423",18,11,11,"1","1",850
"201800020424",18,11,20,"5","2",850
"201800020425",18,11,22,"5","2",850
"201800020426",18,2,8,"3","1",140
"201800020427",18,3,24,"1","1",140
"201800020428",18,7,17,"1","1",140
"201800020429",18,9,2,"1","1",140
"201800020430",18,12,10,"1","1",140
"201800020431",18,12,15,"2","1",140
"201800020432",18,2,10,"3","1",500
"201800020433",18,4,23,"1","1",500
"201800020434",18,4,26,"1","1",500
"201800020435",18,5,6,"1","1",500
"201800020436",18,6,28,"1","1",500
"201800020437",18,8,29,"1","1",500
"201800020438",18,9,4,"1","1",500
"201800020439",18,12,21,"3","1",500
"201800020440",18,1,19,"1","1",500
"201800020441",18,2,8,"1","1",500
"201800020442",18,2,8,"1","1",500
"201800020443",18,2,15,"1","1",500
"201800020444",18,3,29,"3","1",500
"201800020445",18,4,28,"1","1",500
"201800020446",18,5,9,"1","1",500
"201800020447",18,5,17,"1","2",500
"201800020448",18,6,9,"3","1",500
"201800020449",18,7,17,"1","1",500
"201800020450",18,9,3,"1","1",500
"201800020451",18,9,18,"3","1",500
"201800020452",18,10,10,"1","1",500
"201800020453",18,11,2,"1","1",500
"201800020454",18,11,3,"3","1",500
"201800020455",18,12,1,"3","1",500
"201800020456",18,2,23,"1","2",180
"201800020457",18,3,18,"5","2",180
"201800020458",18,3,27,"1","2",180
"201800020459",18,4,27,"1","2",180
"201800020460",18,4,29,"1","2",180
"201800020461",18,5,22,"5","2",180
"201800020462",18,6,7,"1","2",180
"201800020463",18,6,14,"1","2",180
"201800020464",18,6,27,"1","2",180
"201800020465",18,8,3,"2","2",180
"201800020466",18,8,4,"1","2",180
"201800020467",18,8,21,"1","2",180
"201800020468",18,8,15,"1","2",180
"201800020469",18,8,28,"1","1",180
"201800020470",18,9,12,"1","2",180
"201800020471",18,10,9,"1","2",180
"201800020472",18,11,9,"1","2",180
"201800020473",18,11,18,"1","2",180
"201800020474",18,11,28,"2","2",180
"201800020475",18,12,13,"2","2",180
"201800020476",18,12,19,"5","2",180
"201800020477",18,1,26,"3","1",440
"201800020478",18,3,17,"1","1",440
"201800020479",18,4,6,"1","1",440
"201800020480",18,4,25,"3","1",440
"201800020481",18,8,6,"1","1",440
"201800020482",18,9,27,"5","2",440
"201800020483",18,10,12,"1","1",440
"201800020484",18,10,25,"3","2",440
"201800020485",18,12,8,"2","2",440
"201800020486",18,1,8,"3","2",720
"201800020487",18,2,9,"3","1",720
"201800020488",18,3,27,"2","1",720
"201800020489",18,4,4,"1","1",720
"201800020490",18,4,7,"1","1",720
"201800020491",18,4,10,"1","1",720
"201800020492",18,4,11,"1","2",720
"201800020493",18,4,24,"1","1",720
"201800020494",18,4,26,"1","1",720
"201800020495",18,4,28,"1","2",720
"201800020496",18,5,3,"1","1",720
"201800020497",18,5,4,"1","1",720
"201800020498",18,5,7,"1","2",720
"201800020499",18,5,15,"1","1",720
"201800020500",18,5,18,"1","1",720
"201800020501",18,5,20,"1","1",720
"201800020502",18,5,20,"3","1",720
"201800020503",18,6,15,"1","2",720
"201800020504",18,7,7,"1","1",720
"201800020505",18,7,22,"2","1",720
"201800020506",18,7,23,"1","1",720
"201800020507",18,7,25,"1","2",720
"201800020508",18,8,21,"1","2",720
"201800020509",18,8,24,"1","1",720
"201800020510",18,9,7,"1","1",720
"201800020511",18,9,27,"3","1",720
"201800020512",18,9,29,"3","1",720
"201800020513",18,11,8,"1","2",720
"201800020514",18,11,29,"5","2",720
"201800020515",18,11,29,"1","1",720
"201800020516",18,12,4,"1","1",720
"201800020517",18,12,6,"1","1",720
"201800020518",18,12,6,"5","2",720
"201800020519",18,12,15,"1","2",720
"201800020520",18,12,27,"2","1",720
"201800020521",18,12,28,"3","1",720
"201800020522",18,12,29,"1","2",720
"201800020523",18,3,30,"1","1",650
"201800020524",18,4,18,"1","1",650
"201800020525",18,6,27,"1","1",650
"201800020526",18,7,3,"1","1",650
"201800020527",18,7,4,"1","1",650
"201800020528",18,9,22,"1","2",650
"201800020529",18,12,14,"3","1",650
"201800020530",18,3,29,"1","2",830
"201800020531",18,4,26,"1","2",830
"201800020532",18,6,3,"2","2",830
"201800020533",18,6,9,"1","2",830
"201800020534",18,7,7,"5","2",830
"201800020535",18,7,21,"1","2",830
"201800020536",18,7,26,"1","2",830
"201800020537",18,7,28,"1","2",830
"201800020538",18,7,24,"1","1",830
"201800020539",18,8,7,"1","1",830
"201800020540",18,8,2,"1","1",830
"201800020541",18,8,12,"1","2",830
"201800020542",18,8,16,"5","1",830
"201800020543",18,8,19,"1","2",830
"201800020544",18,8,20,"1","1",830
"201800020545",18,8,25,"1","1",830
"201800020546",18,9,12,"1","1",830
"201800020547",18,10,6,"1","1",830
"201800020548",18,10,26,"5","2",830
"201800020549",18,12,9,"1","1",830
"201800020550",18,7,26,"1","1",600
"201800020551",18,9,24,"1","1",600
"201800020552",18,10,17,"3","1",600
"201800020553",18,11,26,"5","2",600
"201800020554",18,12,21,"5","2",600
"201800020555",18,9,8,"1","2",800
"201800020556",18,1,7,"4","2",190
"201800020557",18,1,9,"1","2",190
"201800020558",18,1,13,"1","2",190
"201800020559",18,1,17,"1","2",190
"201800020560",18,1,17,"2","2",190
"201800020561",18,1,17,"3","1",190
"201800020562",18,1,25,"1","2",190
"201800020563",18,1,30,"2","2",190
"201800020564",18,2,8,"1","2",190
"201800020565",18,2,19,"1","2",190
"201800020566",18,3,2,"1","2",190
"201800020567",18,3,2,"3","2",190
"201800020568",18,3,8,"5","2",190
"201800020569",18,3,10,"1","2",190
"201800020570",18,3,10,"1","2",190
"201800020571",18,3,14,"5","2",190
"201800020572",18,3,16,"1","2",190
"201800020573",18,3,28,"1","2",190
"201800020574",18,3,31,"1","2",190
"201800020575",18,4,1,"2","2",190
"201800020576",18,4,8,"5","2",190
"201800020577",18,4,9,"1","2",190
"201800020578",18,4,12,"1","2",190
"201800020579",18,4,12,"1","2",190
"201800020580",18,4,19,"1","2",190
"201800020581",18,4,22,"5","2",190
"201800020582",18,4,21,"1","2",190
"201800020583",18,4,23,"1","2",190
"201800020584",18,4,23,"1","2",190
"201800020585",18,4,24,"1","2",190
"201800020586",18,4,25,"1","2",190
"201800020587",18,5,1,"1","2",190
"201800020588",18,5,4,"1","2",190
"201800020589",18,5,5,"2","2",190
"201800020590",18,5,8,"1","2",190
"201800020591",18,5,12,"1","2",190
"201800020592",18,5,14,"1","2",190
"201800020593",18,5,17,"1","2",190
"201800020594",18,5,18,"1","2",190
"201800020595",18,5,19,"1","2",190
"201800020596",18,5,20,"1","2",190
"201800020597",18,5,29,"1","2",190
"201800020598",18,6,6,"1","2",190
"201800020599",18,6,8,"1","2",190
"201800020600",18,6,15,"1","2",190
"201800020601",18,6,19,"1","2",190
"201800020602",18,6,20,"1","2",190
"201800020603",18,6,24,"3","2",190
"201800020604",18,6,26,"1","2",190
"201800020605",18,6,29,"5","2",190
"201800020606",18,6,30,"1","2",190
"201800020607",18,7,3,"1","2",190
"201800020608",18,7,8,"2","2",190
"201800020609",18,7,22,"5","2",190
"201800020610",18,7,23,"1","2",190
"201800020611",18,7,31,"1","2",190
"201800020612",18,8,3,"1","2",190
"201800020613",18,8,3,"1","2",190
"201800020614",18,8,8,"1","2",190
"201800020615",18,9,15,"1","2",190
"201800020616",18,9,15,"1","2",190
"201800020617",18,9,16,"1","2",190
"201800020618",18,9,17,"1","2",190
"201800020619",18,9,20,"1","2",190
"201800020620",18,9,20,"1","2",190
"201800020621",18,9,21,"2","2",190
"201800020622",18,9,27,"1","2",190
"201800020623",18,10,2,"1","2",190
"201800020624",18,10,2,"1","2",190
"201800020625",18,10,5,"1","2",190
"201800020626",18,10,5,"2","2",190
"201800020627",18,10,6,"1","2",190
"201800020628",18,10,14,"1","2",190
"201800020629",18,10,18,"1","2",190
"201800020630",18,10,19,"1","2",190
"201800020631",18,10,30,"1","2",190
"201800020632",18,11,14,"1","2",190
"201800020633",18,11,17,"1","2",190
"201800020634",18,11,19,"5","2",190
"201800020635",18,11,20,"2","2",190
"201800020636",18,11,21,"2","2",190
"201800020637",18,11,22,"1","2",190
"201800020638",18,11,25,"1","2",190
"201800020639",18,12,3,"1","2",190
"201800020640",18,12,3,"5","2",190
"201800020641",18,12,7,"1","2",190
"201800020642",18,12,13,"5","2",190
"201800020643",18,12,20,"1","2",190
"201800020644",18,12,21,"1","2",190
"201800020645",18,2,18,"1","1",590
"201800020646",18,4,18,"1","1",590
"201800020647",18,7,26,"1","1",590
"201800020648",18,8,25,"1","2",590
"201800020649",18,9,17,"1","1",590
"201800020650",18,10,10,"2","1",590
"201800020651",18,10,10,"1","2",590
"201800020652",18,1,22,"1","2",190
"201800020653",18,1,30,"1","1",190
"201800020654",18,3,5,"1","2",190
"201800020655",18,4,21,"5","2",190
"201800020656",18,4,23,"1","2",190
"201800020657",18,6,17,"2","1",190
"201800020658",18,8,29,"1","1",190
"201800020659",18,9,18,"5","2",190
"201800020660",18,9,29,"1","2",190
"201800020661",18,11,16,"1","2",190
"201800020662",18,12,21,"5","2",190
"201800020663",18,11,7,"1","1",190
"201800020664",18,2,1,"1","2",190
"201800020665",18,1,31,"1","2",190
"201800020666",18,3,7,"1","1",190
"201800020667",18,3,8,"1","2",190
"201800020668",18,4,5,"1","2",190
"201800020669",18,4,18,"1","2",190
"201800020670",18,4,27,"1","2",190
"201800020671",18,5,30,"1","2",190
"201800020672",18,6,15,"1","2",190
"201800020673",18,6,16,"1","2",190
"201800020674",18,6,23,"1","2",190
"201800020675",18,6,28,"1","2",190
"201800020676",18,10,16,"1","2",190
"201800020677",18,11,16,"1","2",190
"201800020678",18,12,12,"5","2",190
"201800020679",18,12,22,"5","1",190
"201800020680",18,1,4,"5","2",210
"201800020681",18,1,20,"5","2",210
"201800020682",18,1,25,"2","2",210
"201800020683",18,3,5,"1","2",210
"201800020684",18,4,8,"5","2",210
"201800020685",18,6,9,"1","2",210
"201800020686",18,6,11,"1","2",210
"201800020687",18,6,19,"1","2",210
